City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Pueblo Nuevo,MX,23.3833,-105.3833,57.85,98,59,1.36,broken clouds
346,Ostrovnoy,RU,68.0531,39.5131,62.65,81,83,18.01,broken clouds
347,Jalu,LY,29.0331,21.5482,80.65,42,0,8.7,clear sky
348,Geraldton,AU,-28.7667,114.6,64.81,55,0,13.8,clear sky
349,Liberal,US,37.0431,-100.921,77.14,47,0,8.05,clear sky
350,Goderich,CA,43.7501,-81.7165,72.91,68,100,4.61,overcast clouds
351,Nanortalik,GL,60.1432,-45.2371,44.51,63,100,8.88,overcast clouds
352,Dauphin,CA,51.1494,-100.0502,68.14,88,0,0.0,clear sky
353,Somerville,US,42.3876,-71.0995,78.33,54,0,1.99,clear sky
354,Rocha,UY,-34.4833,-54.3333,41.16,65,0,7.47,clear sky
355,Cheney,US,47.4874,-117.5758,92.12,28,100,0.0,smoke
356,Aswan,EG,24.0934,32.907,87.04,23,34,9.04,scattered clouds
357,Bambous Virieux,MU,-20.3428,57.7575,70.05,78,40,11.5,scattered clouds
358,Novyy Urengoy,RU,66.0833,76.6333,47.05,78,99,20.78,overcast clouds
359,Mossendjo,CG,-2.9506,12.7261,65.25,97,56,2.64,broken clouds
360,Harjavalta,FI,61.3167,22.1333,64.13,87,100,7.87,overcast clouds
361,San Andres,CO,12.5847,-81.7006,82.42,89,20,8.05,few clouds
362,Riohacha,CO,11.5444,-72.9072,83.97,69,0,15.7,clear sky
363,Waikuku,NZ,-43.3,172.6833,59.29,82,100,7.96,overcast clouds
364,Vernon,CA,50.2581,-119.2691,86.29,33,100,1.14,overcast clouds
365,Solnechnyy,RU,50.7214,136.6319,54.9,96,100,6.11,overcast clouds
366,El Sauzal,MX,31.9,-116.6833,70.41,77,35,4.12,scattered clouds
367,Carmo Do Cajuru,BR,-20.1842,-44.7711,57.83,74,18,15.95,few clouds
368,Haines Junction,CA,60.7522,-137.5108,60.75,44,15,10.36,few clouds
369,Kosa,RU,59.9445,54.9977,53.92,78,6,5.03,clear sky
370,Khombole,SN,14.7667,-16.7,79.61,83,100,7.87,light rain
371,Coquimbo,CL,-29.9533,-71.3436,53.33,100,100,3.44,overcast clouds
372,Praia,CV,14.9215,-23.5087,79.34,83,75,11.5,broken clouds
373,Alenquer,BR,-1.9417,-54.7383,83.5,52,100,1.7,overcast clouds
374,Sola,VU,-13.8833,167.55,80.37,69,10,20.0,clear sky
375,Winnemucca,US,40.973,-117.7357,87.85,22,20,8.05,few clouds
376,Camacha,PT,33.0833,-16.3333,67.42,68,40,10.36,scattered clouds
377,Manadhoo,MV,5.7667,73.3833,81.55,75,100,8.16,overcast clouds
378,Necochea,AR,-38.5473,-58.7368,49.86,61,0,12.84,clear sky
379,Buraydah,SA,26.326,43.975,86.45,15,15,2.64,few clouds
380,Aldan,RU,58.6031,125.3894,57.11,65,20,5.12,light rain
381,Martapura,ID,-3.4167,114.85,87.89,66,20,4.61,few clouds
382,San Patricio,US,28.017,-97.5169,85.89,70,100,12.15,overcast clouds
383,Kungurtug,RU,50.5994,97.5228,46.0,85,100,3.36,light rain
384,Tazovskiy,RU,67.4667,78.7,43.99,73,100,24.58,overcast clouds
385,Siverek,TR,37.755,39.3167,78.55,57,0,2.89,clear sky
386,Tezu,IN,27.9167,96.1667,81.19,89,100,1.1,overcast clouds
387,Oranjestad,AW,12.524,-70.027,84.15,74,20,18.41,few clouds
388,Hit,IQ,33.6416,42.8251,91.9,19,2,9.48,clear sky
389,Doha,QA,25.2867,51.5333,93.09,77,0,4.61,clear sky
390,San Julian,MX,21.0167,-102.1667,56.08,95,76,9.57,broken clouds
391,Smolenka,RU,52.1352,113.4974,59.07,51,4,8.95,clear sky
392,Ponorogo,ID,-7.8685,111.462,81.05,60,90,8.46,overcast clouds
393,Lujan,AR,-34.5703,-59.105,51.03,50,1,8.9,clear sky
394,Hofn,IS,64.2539,-15.2082,48.22,88,100,2.08,overcast clouds
395,Kahta,TR,37.7855,38.6237,74.57,47,0,4.23,clear sky
396,Gimli,CA,50.6336,-96.9907,66.81,73,6,10.33,clear sky
397,Kharitonovo,RU,61.4009,47.4978,53.87,75,2,3.94,clear sky
398,Port Keats,AU,-14.25,129.55,85.44,25,0,9.98,clear sky
399,Batemans Bay,AU,-35.7167,150.1833,65.59,40,50,6.11,scattered clouds
400,Fortuna,US,40.5982,-124.1573,66.09,85,100,10.36,overcast clouds
401,Rio Gallegos,AR,-51.6226,-69.2181,33.85,86,20,10.36,few clouds
402,Tommot,RU,58.9564,126.2925,61.05,67,27,4.81,light rain
403,Atar,MR,20.5169,-13.0499,83.59,61,92,3.98,overcast clouds
404,Aksu,CN,41.1231,80.2644,76.37,47,0,5.12,clear sky
405,Shellbrook,CA,53.2168,-106.4011,72.63,51,6,7.0,clear sky
406,Hays,US,30.0502,-98.0336,77.56,87,100,7.49,overcast clouds
407,Bama,NG,11.5221,13.6856,71.92,93,88,7.05,light rain
408,Nenjiang,CN,49.1833,125.2167,66.56,41,3,17.34,clear sky
409,Konstantinovka,RU,49.6167,127.9833,64.81,57,24,16.4,few clouds
410,Sompeta,IN,18.9333,84.6,80.71,80,100,8.08,heavy intensity rain
411,Santa Cruz,BO,-17.8,-63.1667,56.66,44,0,6.91,clear sky
412,Komsomolskiy,UZ,40.4272,71.7189,72.32,37,2,2.3,clear sky
413,Tsiroanomandidy,MG,-18.7667,46.0333,57.2,59,0,2.15,clear sky
414,Zhangye,CN,38.9342,100.4517,80.92,33,56,1.23,broken clouds
415,Okhotsk,RU,59.3833,143.3,60.48,77,99,13.49,overcast clouds
416,Ewo,CG,-0.8725,14.8206,77.95,62,84,4.59,broken clouds
417,Dondo,MZ,-19.6094,34.7431,71.11,70,4,12.33,clear sky
418,Zimovniki,RU,47.1483,42.4633,73.67,53,100,17.74,overcast clouds
419,Chapar,IN,26.2667,90.4667,83.82,73,41,3.94,scattered clouds
420,Hay River,CA,60.8156,-115.7999,71.58,46,75,9.22,broken clouds
421,Rock Sound,BS,24.9,-76.2,84.34,78,7,15.61,clear sky
422,Atasu,KZ,48.6814,71.6433,51.08,51,100,7.74,overcast clouds
423,Kavaratti,IN,10.5669,72.642,81.54,76,98,12.15,overcast clouds
424,Moulins,FR,46.5,3.3333,59.72,99,15,3.44,few clouds
425,Thaba-Tseka,LS,-29.522,28.6084,31.68,69,0,6.22,clear sky
426,Rio Brilhante,BR,-21.8019,-54.5464,46.67,75,52,5.12,broken clouds
427,Huallanca,PE,-9.8993,-76.9417,45.95,84,100,3.09,overcast clouds
428,Quiruvilca,PE,-7.9667,-78.2,41.45,71,99,3.65,light rain
429,Sweetwater,US,25.7634,-80.3731,87.01,78,20,7.0,few clouds
430,Zhezkazgan,KZ,47.8043,67.7144,53.58,40,40,6.71,scattered clouds
431,Pemangkat,ID,1.1667,108.9667,82.24,77,45,1.74,scattered clouds
432,Flinders,AU,-34.5833,150.8552,60.39,61,97,4.0,light rain
433,Petropavl,KZ,54.8753,69.1628,53.58,94,100,0.0,overcast clouds
434,San Quintin,MX,30.4833,-115.95,70.34,80,17,9.98,few clouds
435,Eyl,SO,7.9803,49.8164,76.57,80,100,17.4,overcast clouds
436,Grand-Lahou,CI,5.1367,-5.0242,73.51,93,100,8.77,overcast clouds
437,Port Lincoln,AU,-34.7333,135.8667,58.71,70,39,4.81,scattered clouds
438,Great Falls,US,47.5002,-111.3008,85.66,18,0,10.36,clear sky
439,Havoysund,NO,70.9963,24.6622,55.63,91,100,2.62,overcast clouds
440,Noumea,NC,-22.2763,166.4572,75.18,99,61,12.75,broken clouds
441,Oktyabrskiy,RU,54.4815,53.471,51.08,68,2,2.24,clear sky
442,Helena,US,46.5927,-112.0361,85.19,29,0,3.44,clear sky
443,Buchanan,LR,5.8808,-10.0467,75.45,84,100,10.36,overcast clouds
444,Arlit,NE,18.7369,7.3853,95.07,28,89,15.41,overcast clouds
445,Leshan,CN,29.5623,103.7639,85.03,76,100,0.81,overcast clouds
446,Nerchinskiy Zavod,RU,51.3088,119.61,61.56,39,2,12.15,clear sky
447,Wilmington,US,34.2257,-77.9447,75.94,91,40,3.44,moderate rain
448,Nalut,LY,30.3333,10.85,80.47,67,34,16.73,scattered clouds
449,Fort-Shevchenko,KZ,44.5086,50.263,77.36,36,100,28.27,overcast clouds
450,Dudinka,RU,69.4058,86.1778,47.62,96,100,12.62,light rain
451,Aktau,KZ,43.65,51.2,73.98,35,70,24.49,broken clouds
452,Nha Trang,VN,12.25,109.1833,84.2,66,100,2.39,overcast clouds
453,Tandalti,SD,13.0167,31.8667,75.92,77,100,9.84,light rain
454,Polson,US,47.6936,-114.1632,84.78,48,51,4.59,broken clouds
455,Ndele,CF,8.4109,20.6473,68.94,97,100,2.77,overcast clouds
456,Valparaiso,CL,-33.0393,-71.6273,55.47,85,0,5.75,clear sky
457,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,88,100,13.8,overcast clouds
458,Namibe,AO,-15.1961,12.1522,58.6,81,56,6.2,broken clouds
459,Koygorodok,RU,60.445,50.9968,52.34,74,7,3.69,clear sky
460,Mokhsogollokh,RU,61.4681,128.9203,51.12,93,100,7.2,light rain
461,Merauke,ID,-8.4667,140.3333,81.61,58,31,11.43,scattered clouds
462,Ulladulla,AU,-35.35,150.4667,58.77,49,94,11.01,overcast clouds
463,Gadwal,IN,16.2333,77.8,77.29,76,98,12.15,overcast clouds
464,Kirovskiy,RU,45.0917,133.5136,71.55,61,30,10.63,scattered clouds
465,Emerald,AU,-23.5333,148.1667,71.35,43,7,11.72,clear sky
466,Nome,US,64.5011,-165.4064,60.87,51,75,11.5,broken clouds
467,Kropotkin,RU,45.4375,40.5756,68.43,77,63,6.71,broken clouds
468,Mayumba,GA,-3.432,10.6554,71.02,94,76,5.46,broken clouds
469,Tsuyama,JP,35.05,134.0,87.84,85,100,6.22,light rain
470,Seymchan,RU,62.8833,152.4333,68.02,47,85,20.04,overcast clouds
471,Mehamn,NO,71.0357,27.8492,64.31,82,75,9.22,broken clouds
472,Dongsheng,CN,39.8161,109.9776,73.15,38,0,13.15,clear sky
473,Jeremie,HT,18.65,-74.1167,81.75,81,16,2.26,few clouds
474,Kununurra,AU,-15.7667,128.7333,84.18,20,0,14.97,clear sky
475,Pitimbu,BR,-7.4706,-34.8086,72.19,77,75,14.52,broken clouds
476,Nouadhibou,MR,20.931,-17.0347,73.38,83,99,3.44,overcast clouds
477,Oranjemund,NA,-28.55,16.4333,51.37,81,0,7.63,clear sky
478,Kuopio,FI,62.8924,27.677,69.75,78,0,9.22,clear sky
479,Acajutla,SV,13.5928,-89.8275,80.31,81,41,1.72,scattered clouds
480,Noyabrsk,RU,63.1994,75.4507,50.56,92,99,16.13,overcast clouds
481,Ivanteyevka,RU,55.9711,37.9208,63.34,70,0,7.52,clear sky
482,Mishkino,RU,55.3389,63.9175,55.36,81,40,7.34,scattered clouds
483,Menongue,AO,-14.6585,17.691,50.34,35,16,4.07,few clouds
484,Gwadar,PK,25.1216,62.3254,80.87,81,75,5.03,broken clouds
485,Sakakah,SA,29.9697,40.2064,87.37,18,17,10.04,few clouds
486,Honningsvag,NO,70.9821,25.9704,55.15,94,100,11.5,overcast clouds
487,Maine-Soroa,NE,13.2114,12.0241,77.31,77,100,7.16,overcast clouds
488,Shimoda,JP,34.6667,138.95,86.11,68,84,7.92,broken clouds
489,Maniitsoq,GL,65.4167,-52.9,42.28,83,100,3.0,overcast clouds
490,Porto Walter,BR,-8.2686,-72.7439,62.71,76,99,3.22,overcast clouds
491,Bud,US,39.447,-86.1758,75.04,83,1,4.29,clear sky
492,Coahuayana,MX,18.7333,-103.6833,79.27,83,34,1.1,scattered clouds
493,Vila,PT,42.0304,-8.1588,61.68,78,2,4.29,clear sky
494,Bethel,US,41.3712,-73.414,77.36,66,0,8.05,clear sky
495,Denpasar,ID,-8.65,115.2167,82.06,61,20,19.57,few clouds
496,Santeramo In Colle,IT,40.793,16.7553,67.19,80,0,6.91,clear sky
497,Baykit,RU,61.67,96.37,55.35,72,100,2.82,overcast clouds
498,Naron,ES,43.5167,-8.1528,63.01,91,5,3.85,clear sky
499,Nyurba,RU,63.2842,118.3319,49.17,80,100,6.24,overcast clouds
500,Sivaki,RU,52.6333,126.75,63.59,67,100,8.3,light rain
501,Tikrit,IQ,34.6071,43.6782,91.78,21,3,11.3,clear sky
502,Lanivtsi,UA,49.8633,26.0908,61.95,88,12,6.2,few clouds
503,Qasigiannguit,GL,68.8193,-51.1922,41.25,73,100,5.61,overcast clouds
504,Lososina,RU,48.9975,140.3106,65.43,97,100,11.3,overcast clouds
505,Isangel,VU,-19.55,169.2667,80.71,78,75,6.91,light intensity drizzle
506,College,US,64.8569,-147.8028,64.58,53,40,8.05,scattered clouds
507,Kuli,RU,42.0185,47.2434,58.39,31,91,7.85,overcast clouds
508,Derzhavinsk,KZ,51.1,66.3167,54.81,61,100,6.87,overcast clouds
509,Kupang,ID,-10.1667,123.5833,84.04,43,11,10.8,few clouds
510,Cape Canaveral,US,28.4058,-80.6048,81.99,89,75,11.5,broken clouds
511,San Lorenzo,PY,-25.3333,-57.5333,47.59,57,0,5.99,clear sky
512,Acarau,BR,-2.8856,-40.12,76.12,82,30,8.19,scattered clouds
513,Spasskoye,RU,44.6108,132.7969,70.9,63,0,7.7,clear sky
514,Tabou,CI,4.423,-7.3528,75.15,85,100,10.4,light rain
515,Nara,JP,34.6851,135.8049,87.17,84,100,1.99,overcast clouds
516,Ukiah,US,39.1502,-123.2078,92.44,36,0,6.91,clear sky
517,Temyasovo,RU,52.9933,58.1014,49.05,69,0,4.45,clear sky
518,Polonne,UA,50.1242,27.5109,60.73,91,6,5.23,clear sky
519,Sibu,MY,2.3,111.8167,84.51,70,20,3.44,few clouds
520,Seydi,TM,39.4816,62.9137,74.26,23,0,12.12,clear sky
521,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,50,0,6.91,clear sky
522,Banda Aceh,ID,5.5577,95.3222,83.03,72,99,9.93,overcast clouds
523,Kieta,PG,-6.2167,155.6333,86.58,62,0,9.26,clear sky
524,Bangkal,PH,6.0667,121.0667,84.87,68,44,6.91,scattered clouds
525,Grand-Santi,GF,4.25,-54.3833,75.97,81,78,3.49,broken clouds
526,Half Moon Bay,US,37.4636,-122.4286,77.02,80,100,18.41,mist
527,Lazi,UA,48.0667,24.2333,64.4,81,4,3.76,clear sky
528,La Libertad,EC,-2.2333,-80.9,67.96,84,99,14.88,overcast clouds
529,Mahibadhoo,MV,3.7833,72.9667,81.34,74,99,4.34,overcast clouds
530,Beloha,MG,-25.1667,45.05,65.57,57,58,7.54,broken clouds
531,Krasnyy Kholm,RU,58.0607,37.1203,53.11,68,0,7.18,clear sky
532,Escanaba,US,45.7453,-87.0646,71.94,86,40,8.01,scattered clouds
533,Kashi,CN,39.4547,75.9797,78.01,41,40,6.71,scattered clouds
534,Pangoa,PE,-12.1167,-73.0,58.01,96,100,1.83,overcast clouds
535,Mahbubnagar,IN,16.7333,77.9833,73.85,86,100,10.65,overcast clouds
536,Pinsk,BY,52.1229,26.0951,59.85,93,58,6.64,broken clouds
537,Port Pirie,AU,-33.1833,138.0167,57.18,81,96,5.93,overcast clouds
538,Gotsu,JP,35.0,132.2167,84.51,80,98,17.96,overcast clouds
539,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,73,40,9.22,scattered clouds
540,Ekibastuz,KZ,51.6667,75.3667,52.11,73,100,7.29,overcast clouds
541,Huamuxtitlan,MX,17.8167,-98.5667,71.08,88,85,4.0,overcast clouds
542,Kalmunai,LK,7.4167,81.8167,80.83,76,100,1.86,overcast clouds
543,Carora,VE,10.1755,-70.0827,80.33,61,9,8.79,clear sky
544,San Vicente,AR,-26.6167,-54.1333,36.16,91,0,3.56,clear sky
545,Melo,UY,-32.3667,-54.1833,39.76,71,0,4.27,clear sky
546,Palora,EC,-1.7,-77.9333,64.49,92,94,3.02,light rain
547,Vardo,NO,70.3705,31.1107,55.18,96,48,10.71,scattered clouds
548,Nileshwar,IN,12.25,75.1,78.06,83,100,6.13,overcast clouds
549,Prado,BR,-17.3411,-39.2208,71.2,78,0,8.59,clear sky
550,Naryan-Mar,RU,67.6713,53.087,53.89,80,99,8.16,overcast clouds
551,Forest Hills,US,42.9595,-85.4898,74.25,80,20,4.61,few clouds
552,Sao Joao Da Barra,BR,-21.6403,-41.0511,66.7,73,100,24.14,overcast clouds
553,Berlevag,NO,70.8578,29.0864,64.35,82,100,11.5,overcast clouds
554,Manavgat,TR,36.7867,31.4431,80.4,55,0,3.98,clear sky
555,Aksarka,RU,66.5606,67.7975,48.22,61,88,13.67,overcast clouds
556,Kenmore,US,47.7573,-122.244,80.33,70,0,5.75,clear sky
557,Luangwa,ZM,-15.6167,30.4167,67.62,38,0,2.95,clear sky
558,Biltine,TD,14.5333,20.9167,77.43,72,100,4.61,overcast clouds
559,Marawi,PH,7.9986,124.2928,81.25,62,27,2.68,scattered clouds
560,Narsaq,GL,60.9167,-46.05,48.42,79,100,6.31,moderate rain
561,Urubamba,PE,-13.3047,-72.1158,54.5,77,64,4.27,broken clouds
562,Bengbu,CN,32.9408,117.3608,88.57,73,92,7.74,overcast clouds
563,Ordubad,AZ,38.9059,46.0234,71.89,28,10,9.57,clear sky
564,Beira,MZ,-19.8436,34.8389,71.69,83,40,18.41,scattered clouds
565,Mumford,GH,5.2618,-0.759,73.51,90,99,10.92,light rain
566,Shubarshi,KZ,48.5872,57.1869,56.86,41,97,8.41,overcast clouds
567,Alofi,NU,-19.0595,-169.9187,76.89,73,12,11.5,few clouds
568,Medea,DZ,36.2642,2.7539,63.68,50,0,3.4,clear sky
569,Kegums,LV,56.7451,24.7244,67.46,76,100,7.31,overcast clouds
570,Zabaykalsk,RU,49.6333,117.3167,61.66,33,100,16.91,overcast clouds
571,Luang Prabang,LA,19.8856,102.1347,80.56,83,100,0.0,mist
572,Newport,GB,51.5877,-2.9984,62.62,86,11,7.0,few clouds
573,Supe,PE,-10.8,-77.7333,60.82,84,53,9.26,broken clouds
574,Dauriya,RU,49.9333,116.8667,61.59,34,99,15.66,overcast clouds
575,Lithakia,GR,37.7167,20.8333,72.68,78,0,0.0,clear sky
576,Bereda,ES,43.2686,-7.5406,57.58,100,36,2.06,scattered clouds
577,Dengzhou,CN,37.8086,120.7508,75.2,69,4,15.19,clear sky
578,Fort Saint James,CA,54.4333,-124.25,78.4,49,59,0.83,broken clouds
579,Bubaque,GW,11.2833,-15.8333,80.04,82,100,20.6,light rain
580,Lasa,IT,46.6166,10.7002,59.36,95,100,6.08,overcast clouds
581,Namatanai,PG,-3.6667,152.4333,82.44,74,80,9.51,light rain
582,Pekalongan,ID,-6.8886,109.6753,86.02,69,98,1.63,overcast clouds
583,Alugan,PH,12.2188,125.4808,82.08,80,100,3.98,overcast clouds
584,Ratnagiri,IN,16.9833,73.3,78.66,86,84,6.04,broken clouds
585,Brigantine,US,39.4101,-74.3646,76.01,82,0,5.99,clear sky
586,Adamas,GR,36.7333,24.4333,78.96,74,0,7.81,clear sky
587,Khasan,RU,42.4308,130.6434,75.18,58,0,14.18,clear sky
588,Ancud,CL,-41.8697,-73.8203,48.04,95,100,5.5,overcast clouds
589,Boca Do Acre,BR,-8.7522,-67.3978,66.96,48,59,5.88,broken clouds
590,Igarka,RU,67.4667,86.5833,44.67,95,100,16.89,overcast clouds
591,Puerto Escondido,MX,15.85,-97.0667,77.83,69,75,9.22,broken clouds
592,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.43,94,100,0.81,moderate rain
593,Korem,ET,12.5058,39.5228,56.59,75,30,3.96,scattered clouds
594,Cairns,AU,-16.9167,145.7667,85.06,49,0,13.8,clear sky
595,Ulaanbaatar,MN,47.9077,106.8832,57.33,54,75,6.71,broken clouds
596,Katunino,RU,64.3862,40.6298,62.49,81,29,6.73,scattered clouds
597,Pimentel,PE,-6.8367,-79.9342,61.93,86,68,13.87,broken clouds
598,Hachinohe,JP,40.5,141.5,73.76,74,100,5.39,overcast clouds
599,Viransehir,TR,37.2353,39.7631,78.21,62,0,1.99,clear sky
600,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,79,21,5.03,few clouds
601,Kailua,US,21.4022,-157.7394,87.78,71,75,12.66,broken clouds
602,Nova Granada,BR,-20.5339,-49.3142,53.85,70,16,13.33,few clouds
603,Cantanhede,BR,-3.6333,-44.3767,74.59,87,100,4.0,overcast clouds
604,Matara,LK,5.9485,80.5353,79.32,83,100,10.47,overcast clouds
605,Chapais,CA,49.7834,-74.8492,65.98,67,27,5.21,scattered clouds
606,Abaza,RU,52.655,90.0928,42.51,98,100,3.96,light rain
607,Gari,RU,59.4307,62.3497,59.92,93,100,7.0,overcast clouds
608,Itupiranga,BR,-5.1347,-49.3267,77.32,43,93,2.04,overcast clouds
609,Broome,US,42.2506,-75.833,75.04,62,0,4.61,clear sky
610,Leningradskiy,RU,69.3833,178.4167,42.91,67,1,16.13,clear sky
611,Rockport,US,28.0206,-97.0544,86.05,85,0,12.66,clear sky
612,Svirstroy,RU,60.7999,33.7248,58.82,64,43,6.04,scattered clouds
613,Hinton,CA,53.4001,-117.5857,70.11,60,65,4.5,broken clouds
614,Vitina,BA,43.2375,17.4839,71.42,86,43,2.44,scattered clouds
615,Ulety,RU,51.3572,112.4849,59.94,38,7,7.29,clear sky
616,Barra Patuca,HN,15.8,-84.2833,80.83,83,11,6.62,few clouds
617,Waterloo,CA,43.4668,-80.5164,71.65,75,20,1.99,few clouds
618,Kurilsk,RU,45.2333,147.8833,61.36,90,93,7.7,overcast clouds
619,Buncrana,IE,55.1333,-7.45,56.57,89,100,15.73,heavy intensity rain
620,Bandrele,YT,-12.9067,45.1914,76.75,73,75,10.36,broken clouds
621,Shiyan,CN,32.6475,110.7781,85.75,69,100,9.13,overcast clouds
622,Svetlaya,RU,46.5389,138.3297,75.07,58,5,8.99,clear sky
623,Chuguyevka,RU,44.1653,133.8633,71.62,52,28,9.42,scattered clouds
624,Victor Harbor,AU,-35.5667,138.6167,57.99,79,21,9.31,few clouds
625,Hambantota,LK,6.1241,81.1185,80.94,89,20,3.44,few clouds
626,Paita,PE,-5.0892,-81.1144,63.55,82,100,13.71,overcast clouds
627,Enid,US,36.3956,-97.8784,86.31,37,0,10.36,clear sky
628,Kangaatsiaq,GL,68.3065,-53.4641,39.51,89,100,14.65,overcast clouds
629,Tutoia,BR,-2.7619,-42.2744,78.13,80,40,9.86,scattered clouds
630,Skegness,GB,53.1436,0.3363,56.34,69,1,9.37,clear sky
631,Vestmannaeyjar,IS,63.4427,-20.2734,50.65,84,100,9.13,overcast clouds
632,Mahajanga,MG,-15.7167,46.3167,66.22,72,0,6.91,clear sky
633,Aktash,RU,50.3,87.7333,30.13,80,84,4.88,broken clouds
634,Bage,BR,-31.3314,-54.1069,37.18,87,0,4.61,clear sky
635,Saint Anthony,US,45.0205,-93.218,68.94,85,20,5.75,few clouds
636,Andenes,NO,69.3143,16.1194,57.18,88,32,8.05,scattered clouds
637,Tateyama,JP,34.9833,139.8667,79.38,81,100,8.23,overcast clouds
638,Petkovci,BA,44.4531,19.0761,68.58,95,100,2.3,light rain
639,Medveda,RU,56.5081,92.4078,53.53,98,100,7.09,overcast clouds
640,Itarema,BR,-2.9248,-39.9167,76.33,82,44,9.06,scattered clouds
641,Uusikaupunki,FI,60.8004,21.4084,67.87,77,100,14.45,overcast clouds
642,Czersk,PL,53.7959,17.9765,67.66,90,65,4.94,broken clouds
643,Verkhoyansk,RU,67.5447,133.385,52.29,87,100,5.79,overcast clouds
644,Mchinji,MW,-13.7984,32.8802,62.01,61,0,3.27,clear sky
645,Ayolas,PY,-27.4,-56.9,43.02,72,0,6.02,clear sky
646,New Iberia,US,30.0035,-91.8187,77.07,74,0,3.44,clear sky
647,Diego De Almagro,CL,-26.3667,-70.05,59.41,41,19,1.36,few clouds
648,Washougal,US,45.5826,-122.3534,82.26,65,75,6.91,broken clouds
649,Jiaocheng,CN,24.6774,116.1389,88.14,59,46,4.74,scattered clouds
650,Suntar,RU,62.1444,117.6319,48.15,92,100,4.47,overcast clouds
651,Lianzhou,CN,24.7811,112.3825,87.87,65,4,5.44,clear sky
652,Chiredzi,ZW,-21.05,31.6667,62.82,75,89,8.12,overcast clouds
653,Castlemaine,AU,-37.0667,144.2167,56.05,60,14,9.71,few clouds
654,Butembo,CD,0.15,29.2833,56.86,99,97,1.39,light rain
655,Brae,GB,60.3964,-1.353,52.5,89,8,8.03,clear sky
656,Saint-Francois,FR,46.4154,3.9054,63.84,94,100,4.61,overcast clouds
657,Fairbanks,US,64.8378,-147.7164,64.6,54,40,8.05,scattered clouds
658,Broken Hill,AU,-31.95,141.4333,60.53,52,41,12.35,scattered clouds
659,Skibbereen,IE,51.55,-9.2667,61.11,91,29,18.41,scattered clouds
660,Liku,ID,-0.7275,119.8922,85.42,61,10,2.86,clear sky
661,Chandbali,IN,20.7833,86.7667,78.53,87,100,15.41,moderate rain
662,Yegros,PY,-26.45,-56.4,43.05,72,0,5.17,clear sky
663,Surgut,RU,61.25,73.4167,55.58,100,75,11.18,broken clouds
664,Borsa,RO,47.6553,24.6633,62.65,84,0,3.62,clear sky
665,Fort Nelson,CA,58.8053,-122.7002,80.19,39,40,9.22,scattered clouds
666,Auki,SB,-8.7676,160.7034,83.79,73,73,10.63,broken clouds
667,Wuda,CN,39.4994,106.7117,76.6,38,15,17.02,few clouds
668,Nueva Granada,CO,9.8017,-74.393,78.73,81,1,8.7,clear sky
669,Sterling,US,39.0062,-77.4286,78.28,84,100,0.0,overcast clouds
670,Marystown,CA,47.1666,-55.1483,63.93,94,89,15.28,overcast clouds
671,Avera,US,33.194,-82.5271,73.54,91,100,3.33,overcast clouds
672,Calvia,ES,39.5657,2.5062,70.95,72,0,3.87,clear sky
673,Mabaruma,GY,8.2,-59.7833,75.56,95,21,4.23,few clouds
674,Fuxin,CN,42.0156,121.6589,76.66,53,0,5.39,clear sky
675,Yantal,RU,56.8471,105.2542,47.84,96,100,1.97,light rain
676,Sao Sebastiao,BR,-23.76,-45.4097,58.82,79,100,3.78,overcast clouds
677,Gemena,CD,3.25,19.7667,68.5,99,100,1.99,overcast clouds
678,Polessk,RU,54.862,21.1028,69.85,78,100,11.45,light rain
679,Orange,US,33.7,-117.7675,88.88,77,20,13.8,few clouds
680,Puri,IN,19.8,85.85,79.32,79,100,15.19,moderate rain
681,Tyup,KG,42.7276,78.3648,59.25,43,0,5.01,clear sky
682,Kozulka,UA,50.0351,23.797,63.01,76,10,4.32,clear sky
683,Sisimiut,GL,66.9395,-53.6735,44.71,66,100,9.53,overcast clouds
684,Bodden Town,KY,19.2833,-81.25,86.0,77,20,4.61,few clouds
685,Hollins,US,37.3413,-79.9431,73.78,86,75,5.75,broken clouds
686,Murovani Kurylivtsi,UA,48.7235,27.5189,63.21,88,4,5.93,clear sky
687,Lata,PT,40.1629,-8.3327,65.71,43,0,3.38,clear sky
688,Lock Haven,US,41.137,-77.4469,77.7,77,99,2.26,overcast clouds
689,Candido De Abreu,BR,-24.5669,-51.3333,44.4,75,100,5.7,overcast clouds
690,Khandbari,NP,27.3747,87.2039,76.1,86,77,0.29,broken clouds
691,Takoradi,GH,4.8845,-1.7554,74.12,90,100,10.16,overcast clouds
692,Hyeres,FR,43.1167,6.1167,74.41,53,0,8.05,clear sky
